Start_URL,Domain,Depth,Referrer_URL,Current_URL,Emails,Phones,Uncertain_Phones,Twitter,YouTube,Facebook,LinkedIn,Instagram,Tiktok,Failed
https://www.preventionbtp.fr/,www.preventionbtp.fr,0,https://www.preventionbtp.fr/,https://www.preventionbtp.fr/,,,0043,,https://www.youtube.com/user/PreventionBTP,https://www.facebook.com/solutionsBTP,https://fr.linkedin.com/company/oppbtp,,https://www.tiktok.com/@oppbtp,
http://www.orakci-facade.com/,www.orakci-facade.com,0,http://www.orakci-facade.com/,http://www.orakci-facade.com/,,,,,,https://www.facebook.com/orakcifacade/?locale=fr_FR,https://www.linkedin.com/company/orakci-façade/,https://www.instagram.com/orakcifacade/,,
,,,,,,,,,,,,,,Failed to start task due to website restriction. Your target website disallows any web scrapers.
https://ecpr-entreprise-renovation-lyon.fr/,ecpr-entreprise-renovation-lyon.fr,0,https://ecpr-entreprise-renovation-lyon.fr/,https://ecpr-entreprise-renovation-lyon.fr/,yannickg3869@gmail.com,,000;147;227;100;252;185;255;105;1) 100;020381 0;400;128;0 0 0;58.33333333;41.66666667;33.33333333;700;1.42857143;333;500;1.75;900;999;182333;600;117;175;991;768;80434117;73399938;82659061;59354957;99999999;555;242;191;2021;404;202020;136;209;211;235;151515;0606688654,https://twitter.com/ECPR69;https://twitter.com/ECPR69,,https://www.facebook.com/ECPR.RENOVATION,,,,
http://www.technique-d-sols.fr/,www.technique-d-sols.fr,0,http://www.technique-d-sols.fr/,http://www.technique-d-sols.fr/,,,,,,,,,,
https://www.probatis.fr/,www.probatis.fr,0,https://www.probatis.fr/,https://www.probatis.fr/,contact@probatis.fr,,33489513256,,,https://www.facebook.com/probatis69/,https://www.linkedin.com/company/probatislyon/,https://www.instagram.com/probatisfr/,,
http://marenoresponsable.com/,marenoresponsable.com,0,http://marenoresponsable.com/,http://marenoresponsable.com/,marenoresponsable@outlook.fr,,4.27.4;100;666;500;700;0 0 1;333;555;100001;400;999;79.125;139;219;247059;999999;196;169;600;464646;1.01;2.75;73.625;3.735;64.833;4.242;57.8;4.758;47.25;5.82;36.7;7.493;29.6667;9.27;20.875;13.174;15.6;17.628;12.0833;22.759;28.353;7.47;29.667;18.539;46.265;14.941;45.758;8.483;16.967;45.242;9.516;44.18;11.64;14.986;26.347;35.256;45.517;66.667;33.3333;16.6667;33.333;77.25;22.75;74.25;2.02;65.667;2.284;58.8;2.551;48.5;3.093;38.2;3.927;31.3333;4.787;6.593;17.6;8.523;14.1667;10.588;30.64;4.04;31.333;9.574;47.98;8.081;47.716;4.569;9.137;47.449;5.102;46.907;6.186;7.853;13.187;17.045;21.176;215;355;1.03;99999;0.77;0.175;4.2415;2.855;29.666;175;2015;9999;1000;800;33.33;300;33680854906,,,,https://fr.linkedin.com/in/cl%C3%A9ment-ideale-ab8084110;https://www.linkedin.com/in/cl%C3%A9ment-ideale-ab8084110/?originalSubdomain=fr,https://instagram.com/marenoresponsable?igshid=ZDdkNTZiNTM,,
https://www.eiffageconstruction.com/,www.eiffageconstruction.com,0,https://www.eiffageconstruction.com/,https://www.eiffageconstruction.com/,,,,,https://www.youtube.com/playlist?list=PLK4ZS9ji6MZc-Bi6h6fd_uqxHHHefOy4Z,https://www.facebook.com/EiffageConstruction/,https://www.linkedin.com/company/eiffage-construction/,,https://www.tiktok.com/@eiffageconstruction,
https://novely-renovation.fr/,novely-renovation.fr,0,https://novely-renovation.fr/,https://novely-renovation.fr/,,,33472775294,https://twitter.com/kriesi,,,,,,
https://www.nde-renovation.fr/,www.nde-renovation.fr,0,https://www.nde-renovation.fr/,https://www.nde-renovation.fr/,nicolas.dacher@hotmail.fr,,33970351696,,,https://www.facebook.com/business/gdpr;https://www.facebook.com/profile.php?id=61553899350835,,,,
http://www.bcca2.fr/,www.bcca2.fr,0,http://www.bcca2.fr/,http://www.bcca2.fr/,,,,,,,,,,
http://gentillon-mo.fr/,gentillon-mo.fr,0,http://gentillon-mo.fr/,http://gentillon-mo.fr/,guillaume@gentillon-mo.fr,,33412160152,,,,https://my.linkedin.com/company/gentillon-mo,,,
http://www.lyontravaux.fr/,www.lyontravaux.fr,0,http://www.lyontravaux.fr/,http://www.lyontravaux.fr/,support@test.com;contact@lyontravaux.fr,,+1911,,,https://www.facebook.com/LyonTravaux/,https://www.linkedin.com/company/lyon-travaux-69/about/,https://www.instagram.com/LYONTRAVAUX/?hl=fr,,
https://www.linea-construction.fr/,www.linea-construction.fr,0,https://www.linea-construction.fr/,https://www.linea-construction.fr/,accueil@linea-construction.fr,,100;300;450;900;400;500;700;37.5;144;455;515;955;165;(0 0 0 0;99999;10000;9999;1000;1.45;000;998;0 0 0 1;137;110;999;0 0 0;97.6;1.05;081627;1.15;800;04 72 59 12,https://twitter.com/Linea_CI,,https://www.facebook.com/LineaConstruction/,https://fr.linkedin.com/company/linea-construction-immobiliere,,,
https://www.parquet-ent-cortes.fr/,www.parquet-ent-cortes.fr,0,https://www.parquet-ent-cortes.fr/,https://www.parquet-ent-cortes.fr/,contact@parquet-ent-cortes.fr,,400;+0000;+0131;+0152-0153;+0304;+0308;+0329;+2000;+2074;+2122;+2191;+2193;+2212;+2215;900;100 900;216;193;190;255;233;1000000999;1000009999;100;700;999;000;454545;787878;1200;16.66667;33.33333;66.66667;888;333;666;463939;1 1 100;147;133;217;247;500;210;187;892;125;0 83;0 101;231;0 356,,,,,,,
https://rabuel-construction.fr/,rabuel-construction.fr,0,https://rabuel-construction.fr/,https://rabuel-construction.fr/,,,100,,,https://www.facebook.com/pages/Rabuel-Construction/878566102194358,,,,
http://www.hams-renovation.com/,www.hams-renovation.com,0,http://www.hams-renovation.com/,http://www.hams-renovation.com/,contact@hams-renovation.com,,,http://twitter.com/share?text=Hams%20Renovation&url=http%3A%2F%2Fwww.hams-renovation.com;http://twitter.com/share?text=Hams%20Renovation&url=http%3A%2F%2Fwww.hams-renovation.com,,https://www.facebook.com/1673599119537038/posts/2211620705734874/;http://www.facebook.com/sharer.php?u=http%3A%2F%2Fwww.hams-renovation.com&t=Hams%20Renovation,https://www.linkedin.com/in/sbastien-henry-36526492/;http://www.linkedin.com/shareArticle?mini=true&url=http%3A%2F%2Fwww.hams-renovation.com&title=Hams%20Renovation,,,
https://dmebatiment.fr/,dmebatiment.fr,0,https://dmebatiment.fr/,https://dmebatiment.fr/,contact@dmebatiment.fr,,0428298676,,,https://www.facebook.com/dmebatiment,https://fr.linkedin.com/company/dme-entreprise,https://www.instagram.com/dmebatiment/?hl=en,,
https://www.actibati.fr/,www.actibati.fr,0,https://www.actibati.fr/,https://www.actibati.fr/,,,400;700;000000;500;444;2024;100;261156;800;000,,,,,,,
https://sdo-construction.fr/,sdo-construction.fr,0,https://sdo-construction.fr/,https://sdo-construction.fr/,contact@sdo-construction.fr,,4.27.4;100;666;500;700;0 0 1;333;555;100001;400;999;79.125;139;219;247059;999999;196;169;600;464646;1.01;2.75;73.625;3.735;64.833;4.242;57.8;4.758;47.25;5.82;36.7;7.493;29.6667;9.27;20.875;13.174;15.6;17.628;12.0833;22.759;28.353;7.47;46.26486;28.35314;45.758;8.483;18.638;27.67781;44.17989;11.64;25.573;66.667;33.3333;16.6667;33.333;33.33333;215;355;1.03;4.2415;2.855;29.666;175;2015;99999;9999;1000;800;33.33,,,,https://www.linkedin.com/company/sdo-construction/,,,
https://www.illico-travaux.com/agence/illico-travaux-bron/?utm_campaign=gmb-gmb150107220&utm_medium=site-internet-illico-travaux0&utm_source=gmb0,www.illico-travaux.com,0,https://www.illico-travaux.com/agence/illico-travaux-bron/?utm_campaign=gmb-gmb150107220&utm_medium=site-internet-illico-travaux0&utm_source=gmb0,https://www.illico-travaux.com/agence/illico-travaux-bron/?utm_campaign=gmb-gmb150107220&utm_medium=site-internet-illico-travaux0&utm_source=gmb0,,,06 05 04 04,,,https://www.facebook.com/illiCOtravauxBron?locale=fr_FR,https://www.linkedin.com/in/eric-verney-1484096a/,https://www.instagram.com/illicotravauxfrance/?hl=fr,,
http://www.flashtravaux.com/,www.flashtravaux.com,0,http://www.flashtravaux.com/,http://www.flashtravaux.com/,info@flashtravaux.com,,04 78 01 18,,,https://www.facebook.com/flashtravaux,https://www.linkedin.com/company/flash-travaux/,,,
https://vdrenov.fr/,vdrenov.fr,0,https://vdrenov.fr/,https://vdrenov.fr/,,,333333;255;263036;400;300;600,,,https://www.facebook.com/VD-RENOV-105758114614131,https://www.linkedin.com/in/pierre-arnaud-demurger-235556100/,https://www.instagram.com/vd_renov/,,
https://www.monconcepthabitation.com/nos-agences,www.monconcepthabitation.com,0,https://www.monconcepthabitation.com/nos-agences,https://www.monconcepthabitation.com/nos-agences,contact@monconcepthabitation.com,+33 1 40 34 96 97;+33 4 42 58 08 10;+33 3 20 60 18 32;+33 6 16 96 78 22;+44 7741 607 980;+33 6 13;+33 6 37 88 73 32,33140349697,,,https://www.facebook.com/monconcepthabitation2.0/,,https://www.instagram.com/monconcepthabitation/,https://www.tiktok.com/@monconcepthabitation,
http://kom9.fr/,kom9.fr,0,http://kom9.fr/,http://kom9.fr/,,,,,,,https://www.linkedin.com/in/alexandra-degallaix-a077481b1/,https://www.instagram.com/kom9_renovation/?hl=fr,,
http://www.madeinpast.fr/,www.madeinpast.fr,0,http://www.madeinpast.fr/,http://www.madeinpast.fr/,,,2078;2041;2069;2016,,,,https://www.linkedin.com/company/madeinpastreemploi/,,,
http://www.sefaj-plaquiste-lyon.fr/,www.sefaj-plaquiste-lyon.fr,0,http://www.sefaj-plaquiste-lyon.fr/,http://www.sefaj-plaquiste-lyon.fr/,,,4.14.5;100;666;500;700;0 0 1;333;555;100001;400;999;79.125;139;219;247059;999999;196;169;600;464646;1.01;2.75;73.625;3.735;64.833;4.242;57.8;4.758;47.25;5.82;36.7;7.493;29.6667;9.27;20.875;13.174;15.6;17.628;12.0833;22.759;28.353;7.47;77.25;22.75;74.25;2.02;65.667;2.284;58.8;2.551;48.5;3.093;38.2;3.927;31.3333;4.787;6.593;17.6;8.523;14.1667;10.588;30.64;4.04;66.667;33.3333;16.6667;33.333;4.2415;2.855;29.666;175;2015;99999;9999;1000;800;33.33,,,,,,,
https://havah.fr/,havah.fr,0,https://havah.fr/,https://havah.fr/,contact@havah.archi,,000;949494;444;382110;011835;100;16-9;9-16;000000;147;227;155;224) 100;122;220;180;208;130) 100;252;185;255;105;1) 100;207;46) 100;238;169;184;195) 100;234;151;120;209;186;130;251;254;248;76) 100;206;236;152;150;240) 100;205;165;107;62) 100;203;112;199;192;208) 100;245;182;212;167;181) 100;202;128;113;126) 100;129;116;252) 100;700;62.5;625;569590;555;777;900;400;300;99992;99997;99994;99995;888;99998;401;075) 75.5;037) 82.85;019;0) 100;99996;99999;222;999999;600;999999999;9999999999;500;4743;4620;2890;6939;69573337;4236-9613;56.25;100000;239;10000000;1000000;149;144;0472705269,,,https://www.facebook.com/www.havah.archi/?locale=fr_FR,https://www.linkedin.com/company/havah/?originalSubdomain=fr,https://www.instagram.com/havahlyon/,,
https://captravauxrenov.fr/,captravauxrenov.fr,0,https://captravauxrenov.fr/,https://captravauxrenov.fr/,captravauxrenov@gmail.com,+33 6 07 67 38 72,,,,,,,,
http://www.alliancerenovation69.com/,www.alliancerenovation69.com,0,http://www.alliancerenovation69.com/,http://www.alliancerenovation69.com/,contact@alliancerenovation69.com,,57899206;46878786,,,https://www.facebook.com/alliancerenovation69300/,https://www.linkedin.com/company/alliance-r%C3%A9novation/?originalSubdomain=fr,https://www.instagram.com/alliancerenovation/,,
http://www.philipperenovation.com/,www.philipperenovation.com,0,http://www.philipperenovation.com/,http://www.philipperenovation.com/,,,,,,,,,,
https://www.stis-ingenierie.fr/,www.stis-ingenierie.fr,0,https://www.stis-ingenierie.fr/,https://www.stis-ingenierie.fr/,support@webador.fr;contact@stis-ingenierie.com,,,,,,,,,
http://www.weforyou-immo.com/,www.weforyou-immo.com,0,http://www.weforyou-immo.com/,http://www.weforyou-immo.com/,contacts@weforyou-immo.com;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;8c4075d5481d476e945486754f783364@sentry.io;dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com;c183baa23371454f99f417f6616b724d@sentry.wixpress.com;9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com;78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com,076-4753-8303;700-8487-6366;635-8505-3391,,,,,,,,
http://www.ozentravaux.fr/,www.ozentravaux.fr,0,http://www.ozentravaux.fr/,http://www.ozentravaux.fr/,contact@ozentravaux.fr,+33 7 60 19 94 85,,,,,,,,
http://www.bouygues-tp.com/fr/organisation/bouygues-travaux-publics-regions-france,www.bouygues-tp.com,0,http://www.bouygues-tp.com/fr/organisation/bouygues-travaux-publics-regions-france,http://www.bouygues-tp.com/fr/organisation/bouygues-travaux-publics-regions-france,,,,,,,,,,
http://www.enrobe-lyon.com/,www.enrobe-lyon.com,0,http://www.enrobe-lyon.com/,http://www.enrobe-lyon.com/,,,33977197576,,,,,,,
https://mesinfos.fr/journal-du-btp,mesinfos.fr,0,https://mesinfos.fr/journal-du-btp,https://mesinfos.fr/journal-du-btp,name@example.com,,150;204;0 0 0;201;125;192;107;186;227;111;009168;145;104;00916800;117;185;152;178;226;205;158;165;161;1020;100;(33.3333333333;33.8;600;085;500;33.3333333333;1399;991;891;768;576;700;0 0 16;0 0 12;400;0 16;181818;56.25;9999999;999999;0 17;0 12;66.6666666667;950;020024;7455357143;313131;535353;889;1180;1000;2000;0 0 20 20;23000;800;1289;368;1060;141;208;484848;12.5;62.5;49.99;200;959595;141111;110;0 0 0 12;21.6666666667;000;333;255;666;0 0 0 0;757575;38300;362;220216;2026;26200;217390,,,,,,,
https://www.cote-travaux.com/,www.cote-travaux.com,0,https://www.cote-travaux.com/,https://www.cote-travaux.com/,cotetravaux.lyon@gmail.com;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com;c183baa23371454f99f417f6616b724d@sentry.wixpress.com;9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com;ed436f5053144538958ad06a5005e99a@sentry.wixpress.com;271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com;460ff4620fa44cba8df530afde949785@sentry.wixpress.com;2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com;support@schedulista.com,(800) 419-1672;076-4753-8303;700-8487-6366;635-8505-3391,06 33 22 33,,,,,https://www.instagram.com/cote_travaux/,,
http://www.vertbtp.fr/,www.vertbtp.fr,0,http://www.vertbtp.fr/,http://www.vertbtp.fr/,,,,,,,,,,
https://www.atelier-tb.fr/,www.atelier-tb.fr,0,https://www.atelier-tb.fr/,https://www.atelier-tb.fr/,,,,,,,,,,
https://www.rp-renovation-lyon.com/,www.rp-renovation-lyon.com,0,https://www.rp-renovation-lyon.com/,https://www.rp-renovation-lyon.com/,contact@rp-renovation-lyon.com,,0660423519,,,https://www.facebook.com/Rp-R%C3%A9novation-Int%C3%A9rieur-Haut-De-Gamme-106980867326756/,,https://www.instagram.com/rp_renovation/,,
http://www.renovation-lyon.com/,www.renovation-lyon.com,0,http://www.renovation-lyon.com/,http://www.renovation-lyon.com/,contact@design-immobilier.fr,,0665418425,,,,,,,
https://abcconceptgroup.com/,abcconceptgroup.com,0,https://abcconceptgroup.com/,https://abcconceptgroup.com/,abcconcepthabitat@gmail.com,,06-03-53-64,,,https://www.facebook.com/profile.php?id=100091280228835,,https://www.instagram.com/abcconcepthabitat?igsh=MTFlam91MDl4ejFoZw%3D%3D&utm_source=qr,http://www.tiktok.com/@abcconcepthabitatt,
https://www.linkedin.com/in/augustin-rocher-364624296?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,www.linkedin.com,0,https://www.linkedin.com/in/augustin-rocher-364624296?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,https://www.linkedin.com/in/augustin-rocher-364624296?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,,,,,,https://www.linkedin.com/legal/user-agreement?trk=linkedin-tc_auth-button_user-agreement;https://www.linkedin.com/legal/privacy-policy?trk=linkedin-tc_auth-button_privacy-policy;https://www.linkedin.com/legal/cookie-policy?trk=linkedin-tc_auth-button_cookie-policy;https://www.linkedin.com/?trk=seo-authwall-base_nav-header-logo;https://www.linkedin.com/legal/user-agreement?trk=seo-authwall-base_join-form-user-agreement;https://www.linkedin.com/legal/privacy-policy?trk=seo-authwall-base_join-form-privacy-policy;https://www.linkedin.com/legal/cookie-policy?trk=seo-authwall-base_join-form-cookie-policy;https://www.linkedin.com/uas/request-password-reset?trk=seo-authwall-base_forgot_password;https://www.linkedin.com/legal/user-agreement?trk=seo-authwall-base_auth-button_user-agreement;https://www.linkedin.com/legal/privacy-policy?trk=seo-authwall-base_auth-button_privacy-policy;https://www.linkedin.com/legal/cookie-policy?trk=seo-authwall-base_auth-button_cookie-policy;https://www.linkedin.comms-windows-store://pdp/?ProductId=9WZDNCRFJ4Q7&mode=mini&cid=guest_desktop_upsell_authwall2;https://about.linkedin.com?trk=seo-authwall-base_footer-about;https://www.linkedin.com/accessibility?trk=seo-authwall-base_footer-accessibility;https://www.linkedin.com/legal/user-agreement?trk=seo-authwall-base_footer-user-agreement;https://www.linkedin.com/legal/privacy-policy?trk=seo-authwall-base_footer-privacy-policy;https://www.linkedin.com/legal/california-privacy-disclosure?trk=seo-authwall-base_footer-california-privacy-rights-act;https://www.linkedin.com/legal/cookie-policy?trk=seo-authwall-base_footer-cookie-policy;https://www.linkedin.com/legal/copyright-policy?trk=seo-authwall-base_footer-copyright-policy;https://brand.linkedin.com/policies?trk=seo-authwall-base_footer-brand-policy;https://www.linkedin.com/psettings/guest-controls?trk=seo-authwall-base_footer-guest-controls;https://www.linkedin.com/legal/professional-community-policies?trk=seo-authwall-base_footer-community-guide,,,
http://bronfondaction.fr/,bronfondaction.fr,0,http://bronfondaction.fr/,http://bronfondaction.fr/,info@bronfondaction.fr,,,,,,,,,
http://www.pose-parquet-lyon.com/,www.pose-parquet-lyon.com,0,http://www.pose-parquet-lyon.com/,http://www.pose-parquet-lyon.com/,,,0634141824,https://twitter.com/mondeparquets?lang=fr;https://twitter.com/mondeparquets?lang=fr;https://twitter.com/mondeparquets?lang=fr,,https://www.facebook.com/Pauloparquet/,,,,
https://service-tennis.fr/,service-tennis.fr,0,https://service-tennis.fr/,https://service-tennis.fr/,servicetennisfrance@gmail.com;vlafond@service-tennis.fr,,555;16-9;9-16;000000;147;227;155;224) 100;122;220;180;208;130) 100;252;185;255;105;1) 100;207;46) 100;238;169;184;195) 100;234;151;120;209;186;130;251;254;248;76) 100;206;236;152;150;240) 100;205;165;107;62) 100;203;112;199;192;208) 100;245;182;212;167;181) 100;202;128;113;126) 100;129;116;252) 100;100;200;2027;2044;2.1-2;000;20120;2060;210;240;270;300;330;1000;400;(0.215;0.61;0.355;(0.755;0.05;0.855;0.06;999999;+0000;+0131;+0152-0153;+0304;+0308;+0329;+2000;+2074;+2122;+2191;+2193;+2212;+2215;500;600;700;800;900;666;300000;10000;31192480;100001;100002;99999999;10001;99999998;226;239;232;0 0 1;333;79.125;99999;175;999;222;46.25;0 7.5;33.333;9999;100000;22.75;20.875;464646;8885;1.01;3.735;4.2415;5.82;2.855;47.25;29.666;0 5.5;0 0 11.5;48.5;0 0 0 3;215;355;1.03;001;1000000;1000001;1045;1044;1046;56.25;444;2.75;73.625;64.833;4.242;57.8;4.758;36.7;7.493;29.6667;9.27;13.174;15.6;17.628;12.0833;22.759;66.667;33.3333;16.6667;77.25;74.25;2.02;65.667;2.284;58.8;2.551;3.093;38.2;3.927;31.3333;4.787;6.593;17.6;8.523;14.1667;10.588;30.64;4.04;47.716;4.569;47.449;5.102;46.907;6.186;7.853;9.574;13.187;17.045;21.176;28.353;7.47;45.758;8.483;45.242;9.516;44.18;11.64;14.986;18.539;26.347;35.256;45.517;33.33333;47.9798;30.63973;21.574;46.90722;29.21;46.26486;28.35314;18.638;44.17989;25.573;8.081;14.941;0 0 0;33.33;25.5;50.5;007528;010054;126252;9775;0033;9468;117;081287;6501;111;33.333333;222222;333333;9998;949494;382110;011835,,,,,,,
https://cloison.co/,cloison.co,0,https://cloison.co/,https://cloison.co/,contact@cloison.co,,100;33.3333;29.5496;31.496;26.4901;36.6972;1200;320;480;768;992;56.25;600;0 0 0;162221;474747;000;1.35;125;1.05;33.33333;16.66667;14.28571;12.5;700;400;(1.032;300;150;055;675;475;175;885;0 50;800;0767392050,,,,,,,
https://www.img-isset.fr/,www.img-isset.fr,0,https://www.img-isset.fr/,https://www.img-isset.fr/,img.isset@gmail.com;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com;c183baa23371454f99f417f6616b724d@sentry.wixpress.com;8c4075d5481d476e945486754f783364@sentry.io;1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com;bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com,+33 6 17 52 54 17;700-8487-6366;635-8505-3391;158-4692-8193,33 6 17 52;54 17,,,https://www.facebook.com/profile.php?id=100057369224813,,,,
https://macon-venissieux.fr/,macon-venissieux.fr,0,https://macon-venissieux.fr/,https://macon-venissieux.fr/,,,04 84 88 54;83 04 84 88;54 71,,,,,,,
http://www.noviaconstruction.fr/,www.noviaconstruction.fr,0,http://www.noviaconstruction.fr/,http://www.noviaconstruction.fr/,contact@noviaconstruction.fr,,16-9;9-16;000;147;227;100;252;185;255;105;1) 100;020381 0;400;201;200;205;0 0 0;202;203;120;9002;626262;10000;222;600;80-1;0 0 0 0;272727;767676;929292;500;0437285750,,https://www.youtube.com/watch?v=d5GNpKc9TI4;https://www.youtube.com/watch?v=hZYPE-FaeeA,https://www.facebook.com/noviaconstruction.fr/,,,,
https://cabinetascco.fr/,cabinetascco.fr,0,https://cabinetascco.fr/,https://cabinetascco.fr/,contact@cabinetascco.fr,,,,,,https://www.linkedin.com/in/adrien-s%C3%A9nichault-38a6a582/,,,
http://www.brbconstruction.fr/,www.brbconstruction.fr,0,http://www.brbconstruction.fr/,http://www.brbconstruction.fr/,,,043,,,,https://www.linkedin.com/company/brb-construction/about/,,,
http://mdc69.fr/,mdc69.fr,0,http://mdc69.fr/,http://mdc69.fr/,info@mdc69.fr,,4.27.4;100;666;500;700;0 0 1;333;555;100001;400;999;79.125;139;219;247059;999999;196;169;600;464646;1.01;900;2.75;73.625;3.735;64.833;4.242;57.8;4.758;47.25;5.82;36.7;7.493;29.6667;9.27;20.875;13.174;15.6;17.628;12.0833;22.759;28.353;7.47;29.667;18.539;46.265;14.941;45.758;8.483;16.967;45.242;9.516;44.18;11.64;14.986;26.347;35.256;45.517;66.667;33.3333;16.6667;33.333;215;355;1.03;1000;0.77;0.175;99999;800;0.03;33.33;2015;9999;4.2415;2.855;29.666;99999999;119;137;99998;1.25;1.15;1.05;0006;100000;0003 0 0;300;0003;111;200;0009;53535366;222;00000073;595959;717171;000;323232;0000;0.05;1.66;5625;00000014,,https://www.youtube.com/channel/UCd9DIWQJDHSRS0pKW3gzWIg,https://www.facebook.com/jld.travaux,https://www.linkedin.com/company/jld-travaux,https://www.instagram.com/jld_travaux/?hl=fr,,
